CCN,NETWORK,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County,dfc_closed,full_address,latitude,longitude
192503,13,FMCNA - ALEXANDRIA,01/01/2015 - 12/31/2018,3,1,225 N BOLTON AVE,,ALEXANDRIA,LA,71301,RAPIDES,open,"225 N BOLTON AVE, ALEXANDRIA, LA 71301",31.31289,-92.465749
192504,13,FMCNA - WEST LAFAYETTE,01/01/2015 - 12/31/2018,3,1,2804 AMBASSADOR CAFFERY PKWY,,LAFAYETTE,LA,70506,LAFAYETTE,open,"2804 AMBASSADOR CAFFERY PKWY, LAFAYETTE, LA 70506",30.199426,-92.078415
192505,13,FMCNA - FLORIDA PARISH KIDNEY CTR,01/01/2015 - 12/31/2018,3,1,16081 DOCTORS BLVD,STE A,HAMMOND,LA,70403,TANGIPAHOA,open,"16081 DOCTORS BLVD, HAMMOND, LA 70403",30.467178,-90.454474
192507,13,DAVITA - WESTBANK CHRONIC RENAL CTR,01/01/2015 - 12/31/2018,5,1,3631 BEHRMAN PL,,NEW ORLEANS,LA,70114,ORLEANS,open,"3631 BEHRMAN PL, NEW ORLEANS, LA 70114",29.918039,-90.018137
192510,13,FMCNA - NORTHEAST LOUISIANA DIALYSIS CTR,01/01/2015 - 12/31/2018,3,1,711 WOOD ST STE B,,MONROE,LA,71201,OUACHITA,open,"711 WOOD ST STE B, MONROE, LA 71201",32.502851,-92.110664
192511,13,FMCNA - METAIRIE,01/01/2015 - 12/31/2018,3,1,4425 UTICA ST,,METAIRIE,LA,70006,JEFFERSON,open,"4425 UTICA ST, METAIRIE, LA 70006",30.00023,-90.181109
192512,13,FMCNA - SHREVEPORT REGIONAL,01/01/2015 - 12/31/2018,3,1,1130 KINGS HWY,,SHREVEPORT,LA,71104,CADDO,open,"1130 KINGS HWY, SHREVEPORT, LA 71104",32.48294,-93.75391
192515,13,CHALMETTE DIALYSIS CTR,01/01/2015 - 12/31/2018,4,1,4020 PARIS RD,,CHALMETTE,LA,70043,SAINT BERNARD,open,"4020 PARIS RD, CHALMETTE, LA 70043",29.956398,-89.957549
192516,13,FMCNA - NEW ORLEANS EAST- FERNCREST,01/01/2015 - 12/31/2018,3,1,14500 HAYNE BLVD STE 100,,NEW ORLEANS,LA,70128,ORLEANS,open,"14500 HAYNE BLVD STE 100, NEW ORLEANS, LA 70128",30.071338,-89.948511
192518,13,FMCNA - OPELOUSAS,01/01/2015 - 12/31/2018,3,1,528 E VINE ST,,OPELOUSAS,LA,70570,SAINT LANDRY,closed,"528 E VINE ST, OPELOUSAS, LA 70570",30.531117,-92.0781
192521,13,FMCNA - MARRERO,01/01/2015 - 12/31/2018,3,1,7325 WESTBANK EXPRESSWAY,,MARRERO,LA,70072,JEFFERSON,open,"7325 WESTBANK EXPRESSWAY, MARRERO, LA 70072",29.893551,-90.129064
192522,13,FMCNA - NEW IBERIA,01/01/2015 - 12/31/2018,3,1,609 RUE DE BRILLE,,NEW IBERIA,LA,70563,IBERIA,open,"609 RUE DE BRILLE, NEW IBERIA, LA 70563",30.008592,-91.792021
192523,13,DAVITA - FLEUR DE LIS,01/01/2015 - 12/31/2018,3,1,"5555 BULLARD AVE, STE 110",,NEW ORLEANS,LA,70128,ORLEANS,open,"5555 BULLARD AVE, STE 110, NEW ORLEANS, LA 70128",30.037615,-89.952912
192524,13,FMCNA - MANCUSO,01/01/2015 - 12/31/2018,4,1,"4848 MANCUSO LN, STE A",,BATON ROUGE,LA,70809,EAST BATON ROUGE,open,"4848 MANCUSO LN, STE A, BATON ROUGE, LA 70809",30.398557,-91.101423
192525,13,FMCNA - NATCHITOCHES DX,01/01/2015 - 12/31/2018,5,1,700 KEYSER AVE,,NATCHITOCHES,LA,71457,NATCHITOCHES,open,"700 KEYSER AVE, NATCHITOCHES, LA 71457",31.753677,-93.074392
192530,13,FMCNA - DIALYSIS CTR OF SHREVEPORT,01/01/2015 - 12/31/2018,3,1,3949 SOUTHERN AVE,,SHREVEPORT,LA,71106,CADDO,open,"3949 SOUTHERN AVE, SHREVEPORT, LA 71106",32.46787,-93.754662
192531,13,FMCNA - OCHSNER NEW ORLEANS,01/01/2015 - 12/31/2018,3,1,630 DECKBAR AVE,,NEW ORLEANS,LA,70121,ORLEANS,open,"630 DECKBAR AVE, NEW ORLEANS, LA 70121",29.968487,-90.146951
192532,13,FMCNA - BOSSIER REGIONAL DX CTR,01/01/2015 - 12/31/2018,3,1,2907 PLANTATION DR,,BOSSIER CITY,LA,71111,BOSSIER,open,"2907 PLANTATION DR, BOSSIER CITY, LA 71111",32.540719,-93.706744
192533,13,BIENVILLE DIALYSIS CTR NORTH,01/01/2015 - 12/31/2018,5,1,3333 BIENVILLE STE 1B-C,,NEW ORLEANS,LA,70119,ORLEANS,closed,"3333 BIENVILLE STE 1B-C, NEW ORLEANS, LA 70119",29.971648,-90.091853
192534,13,DAVITA - CHATEAU DIALYSIS,01/01/2015 - 12/31/2018,3,1,720 VILLAGE RD,,KENNER,LA,70065,JEFFERSON,open,"720 VILLAGE RD, KENNER, LA 70065",30.024334,-90.257607
192538,13,FMCNA - CROWLEY,01/01/2015 - 12/31/2018,5,1,625 E 8TH ST,,CROWLEY,LA,70526,ACADIA,closed,"625 E 8TH ST, CROWLEY, LA 70526",30.22008,-92.36906
192539,13,FMCNA - BAKER,01/01/2015 - 12/31/2018,5,1,4353 GROOM RD,,BAKER,LA,70714,EAST BATON ROUGE,open,"4353 GROOM RD, BAKER, LA 70714",30.58792,-91.15361
192540,13,DAVITA - BOGALUSA KIDNEY CARE,01/01/2015 - 12/31/2018,4,1,2108 S AVE F,,BOGALUSA,LA,70427,WASHINGTON,open,"2108 S AVE F, BOGALUSA, LA 70427",30.761421,-89.873972
192541,13,FMCNA - MINDEN DIALYSIS,01/01/2015 - 12/31/2018,3,1,610 FLEMING LN,,MINDEN,LA,71055,WEBSTER,open,"610 FLEMING LN, MINDEN, LA 71055",32.621924,-93.260329
192543,13,LAPLACE DIALYSIS CTR,01/01/2015 - 12/31/2018,2,1,2700 WEST AIRLINE HWY,,LAPLACE,LA,70068,ST JOHN THE BAPTIST,open,"2700 WEST AIRLINE HWY, LAPLACE, LA 70068",30.077865,-90.522798
192544,13,FMCNA - PONTCHARTRAIN KIDNEY CTR,01/01/2015 - 12/31/2018,4,1,170 GREENBRIAR DR,STE A,COVINGTON,LA,70433,SAINT TAMMANY,open,"170 GREENBRIAR DR, COVINGTON, LA 70433",30.423931,-90.11504
192548,13,MORGAN CITY DIALYSIS CTR,01/01/2015 - 12/31/2018,3,1,1224 DAVID DR,,MORGAN CITY,LA,70380,SAINT MARY,open,"1224 DAVID DR, MORGAN CITY, LA 70380",29.709,-91.19863
192551,13,DAVITA - MAGNOLIA DIALYSIS,01/01/2015 - 12/31/2018,4,1,1125 SOUTH BURNSIDE AVE,,GONZALES,LA,70737,ASCENSION,open,"1125 SOUTH BURNSIDE AVE, GONZALES, LA 70737",30.224366,-90.921214
192552,13,FMCNA - HOUMA,01/01/2015 - 12/31/2018,4,1,800 POINT ST,,HOUMA,LA,70360,TERREBONNE,open,"800 POINT ST, HOUMA, LA 70360",29.592222,-90.718521
192555,13,FMCNA - BUNKIE,01/01/2015 - 12/31/2018,4,1,102 STANDARD ST,,BUNKIE,LA,71322,AVOYELLES,open,"102 STANDARD ST, BUNKIE, LA 71322",30.95145,-92.17541
192556,13,DAVITA - SLIDELL KIDNEY CARE,01/01/2015 - 12/31/2018,4,1,662 ROBERT BLVD,,SLIDELL,LA,70458,SAINT TAMMANY,open,"662 ROBERT BLVD, SLIDELL, LA 70458",30.296269,-89.76221
192557,13,FMCNA - AMITE,01/01/2015 - 12/31/2018,5,1,207 W MULBERRY,,AMITE,LA,70422,TANGIPAHOA,open,"207 W MULBERRY, AMITE, LA 70422",30.727904,-90.51101
192558,13,FMCNA - FOSTER DR DIALYSIS SVCS,01/01/2015 - 12/31/2018,5,1,1919 N FOSTER DR,,BATON ROUGE,LA,70806,EAST BATON ROUGE,open,"1919 N FOSTER DR, BATON ROUGE, LA 70806",30.466489,-91.140155
192560,13,FMCNA - ABBEVILLE,01/01/2015 - 12/31/2018,3,1,904 N JOHN HARDY DR,,ABBEVILLE,LA,70510,VERMILION,closed,"904 N JOHN HARDY DR, ABBEVILLE, LA 70510",29.97897,-92.11275
192562,13,FMCNA - NORTH SHREVEPORT DIALYSIS,01/01/2015 - 12/31/2018,3,1,990 AERO DR,,SHREVEPORT,LA,71107,CADDO,open,"990 AERO DR, SHREVEPORT, LA 71107",32.529798,-93.777729
192563,13,FMCNA - FERRIDAY,01/01/2015 - 12/31/2018,4,1,2004 CARTER STREET SUITE A,,VIDALIA,LA,71373,CONCORDIA,open,"2004 CARTER STREET SUITE A, VIDALIA, LA 71373",31.572738,-91.455791
192564,13,FMCNA - DELHI DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,307 DETROIT ST,,DELHI,LA,71232,RICHLAND,open,"307 DETROIT ST, DELHI, LA 71232",32.453762,-91.494961
192565,13,FMCNA - QUALITY CARE DIALYSIS-HAMMOND,01/01/2015 - 12/31/2018,3,1,1204 S MORRISON BLVD,STE A,HAMMOND,LA,70403,TANGIPAHOA,open,"1204 S MORRISON BLVD, HAMMOND, LA 70403",30.487509,-90.483192
192566,13,FMCNA - EUNICE,01/01/2015 - 12/31/2018,4,1,1101 NILE ST,,EUNICE,LA,70535,SAINT LANDRY,open,"1101 NILE ST, EUNICE, LA 70535",30.497316,-92.403351
192568,13,FMCNA - WESTPORT,01/01/2015 - 12/31/2018,5,1,2500 COMMERCIAL DR,,PORT ALLEN,LA,70767,WEST BATON ROUGE,open,"2500 COMMERCIAL DR, PORT ALLEN, LA 70767",30.449519,-91.23816
192572,13,FMCNA - DONALDSONVILLE DIALYSIS,01/01/2015 - 12/31/2018,4,1,101 PLIMSOL DR,,DONALDSONVILLE,LA,70346,ASCENSION,open,"101 PLIMSOL DR, DONALDSONVILLE, LA 70346",30.087325,-91.003129
192573,13,FMCNA - DELTA,01/01/2015 - 12/31/2018,3,1,104 RAILROAD AVE,,DELTA,LA,71233,MADISON,open,"104 RAILROAD AVE, DELTA, LA 71233",32.325581,-90.926885
192574,13,FMCNA - THIBODAUX,01/01/2015 - 12/31/2018,5,1,694 S ACADIA RD,,THIBODAUX,LA,70301,LAFOURCHE,open,"694 S ACADIA RD, THIBODAUX, LA 70301",29.785113,-90.815396
192575,13,DCI - TULANE-NEW ORLEANS,01/01/2015 - 12/31/2018,3,1,1661 CANAL STREET,SUITE 1001,NEW ORLEANS,LA,70112,ORLEANS,open,"1661 CANAL STREET, NEW ORLEANS, LA 70112",29.959138,-90.076989
192577,13,FMCNA - PINEVILLE,01/01/2015 - 12/31/2018,4,1,151 SANDIFER LN,,PINEVILLE,LA,71360,RAPIDES,open,"151 SANDIFER LN, PINEVILLE, LA 71360",31.335342,-92.376276
192578,13,RACELAND DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,4601 HIGHWAY 1,,RACELAND,LA,70394,LAFOURCHE,open,"4601 HIGHWAY 1, RACELAND, LA 70394",29.703747,-90.564643
192579,13,FMCNA - SOUTHWEST SHREVEPORT,01/01/2015 - 12/31/2018,3,1,9076 KINGSTON RD,,SHREVEPORT,LA,71118,CADDO,open,"9076 KINGSTON RD, SHREVEPORT, LA 71118",32.40235,-93.78092
192580,13,FMCNA - NORTH LAFAYETTE,01/01/2015 - 12/31/2018,3,1,910 MARTIN LUTHER KING DR,,LAFAYETTE,LA,70501,LAFAYETTE,closed,"910 MARTIN LUTHER KING DR, LAFAYETTE, LA 70501",30.24824,-92.0193
192581,13,DAVITA - NEW ORLEANS UPTOWN DIALYSIS,01/01/2015 - 12/31/2018,5,1,1401 FOUCHER ST 4TH FL-DIALYSIS UNIT,,NEW ORLEANS,LA,70115,ORLEANS,closed,"1401 FOUCHER ST 4TH FL-DIALYSIS UNIT, NEW ORLEANS, LA 70115",29.925895,-90.092338
192582,13,FMCNA - OUACHITA DIALYSIS,01/01/2015 - 12/31/2018,4,1,102 THOMAS RD STE 306,,WEST MONROE,LA,71291,OUACHITA,open,"102 THOMAS RD STE 306, WEST MONROE, LA 71291",32.515117,-92.158656
192584,13,DCI - WESTBANK-GRETNA,01/01/2015 - 12/31/2018,2,1,1010 BEHRMAN HWY,,GRETNA,LA,70056,JEFFERSON,closed,"1010 BEHRMAN HWY, GRETNA, LA 70056",29.88575,-90.0204
192586,13,DCI - SHREVEPORT,01/01/2015 - 12/31/2018,4,1,1322 KINGS HWY,,SHREVEPORT,LA,71103,CADDO,open,"1322 KINGS HWY, SHREVEPORT, LA 71103",32.48223,-93.75788
192587,13,FMCNA - FRANKLIN,01/01/2015 - 12/31/2018,4,1,1604 CYNTHIA ST,,FRANKLIN,LA,70538,SAINT MARY,open,"1604 CYNTHIA ST, FRANKLIN, LA 70538",29.805735,-91.49796
192588,13,FKC - EAST LAKE CHARLES,01/01/2015 - 12/31/2018,3,1,3214 VENTURE PARK DRIVE,,LAKE CHARLES,LA,70615,CALCASIEU,open,"3214 VENTURE PARK DRIVE, LAKE CHARLES, LA 70615",30.20089,-93.16756
192589,13,FMCNA - PICARDY KIDNEY CTR,01/01/2015 - 12/31/2018,5,1,7638 PICARDY AVE STE A,,BATON ROUGE,LA,70808,EAST BATON ROUGE,open,"7638 PICARDY AVE STE A, BATON ROUGE, LA 70808",30.39902,-91.109796
192592,13,FMCNA - ZACHARY CROSSROAD,01/01/2015 - 12/31/2018,5,1,4709 SECRETARY DR,,ZACHARY,LA,70791,EAST BATON ROUGE,open,"4709 SECRETARY DR, ZACHARY, LA 70791",30.648395,-91.141362
192593,13,VACHERIE DX,01/01/2015 - 12/31/2018,5,1,2504 HIWAY 20 STE B,,VACHERIE,LA,70090,SAINT JAMES,open,"2504 HIWAY 20 STE B, VACHERIE, LA 70090",30.002332,-90.70874
192597,13,DAVITA - LAKE CHARLES SOUTHWEST DIALYSIS,01/01/2015 - 12/31/2018,3,1,300 18TH ST,,LAKE CHARLES,LA,70601,CALCASIEU,open,"300 18TH ST, LAKE CHARLES, LA 70601",30.204958,-93.218279
192598,13,DAVITA - DERIDDER DIALYSIS,01/01/2015 - 12/31/2018,3,1,239 E FIRST ST,,DERIDDER,LA,70634,BEAUREGARD,closed,"239 E FIRST ST, DERIDDER, LA 70634",30.846922,-93.282015
192599,13,DAVITA - KENNER REG DIALYSIS,01/01/2015 - 12/31/2018,5,1,200 W ESPLANADE STE 100,,KENNER,LA,70065,JEFFERSON,open,"200 W ESPLANADE STE 100, KENNER, LA 70065",30.024532,-90.270743
192601,13,FMCNA - WINNFIELD,01/01/2015 - 12/31/2018,4,1,601 W COURT ST,,WINNFIELD,LA,71483,WINN,open,"601 W COURT ST, WINNFIELD, LA 71483",31.92574,-92.646443
192602,13,FMCNA - NEW ROADS,01/01/2015 - 12/31/2018,5,1,107 FAIRFIELD AVE,,NEW ROADS,LA,70760,POINTE COUPEE,open,"107 FAIRFIELD AVE, NEW ROADS, LA 70760",30.67888,-91.46841
192603,13,FMCNA - JENNINGS,01/01/2015 - 12/31/2018,3,1,1906 JOHNSON ST,,JENNINGS,LA,70546,JEFFERSON DAVIS,open,"1906 JOHNSON ST, JENNINGS, LA 70546",30.239619,-92.660996
192604,13,FMCNA - WINNSBORO,01/01/2015 - 12/31/2018,4,1,3982 FRONT ST,,WINNSBORO,LA,71295,FRANKLIN,open,"3982 FRONT ST, WINNSBORO, LA 71295",32.159373,-91.717491
192605,13,FMCNA - DESOTO DIALYSIS,01/01/2015 - 12/31/2018,5,1,1410 MCARTHUR DR,,MANSFIELD,LA,71052,DE SOTO,open,"1410 MCARTHUR DR, MANSFIELD, LA 71052",32.038295,-93.690555
192606,13,FMCNA - PLAQUEMINE,01/01/2015 - 12/31/2018,5,1,24660 PLAZA DR,,PLAQUEMINE,LA,70764,IBERVILLE,open,"24660 PLAZA DR, PLAQUEMINE, LA 70764",30.2633,-91.248017
192608,13,DAVITA - MEMORIAL DIALYSIS,01/01/2015 - 12/31/2018,4,1,4427 S ROBERTSON ST - 2ND FLOOR,,NEW ORLEANS,LA,70115,ORLEANS,open,"4427 S ROBERTSON ST - 2ND FLOOR, NEW ORLEANS, LA 70115",29.936331,-90.104072
192609,13,FMCNA - OAK GROVE,01/01/2015 - 12/31/2018,4,1,711 E JEFFERSON DR,,OAK GROVE,LA,71263,WEST CARROLL,open,"711 E JEFFERSON DR, OAK GROVE, LA 71263",32.860944,-91.3881
192610,13,FMCNA - AIRLINE,01/01/2015 - 12/31/2018,5,1,5948 AIRLINE HWY,,BATON ROUGE,LA,70805,EAST BATON ROUGE,closed,"5948 AIRLINE HWY, BATON ROUGE, LA 70805",30.50091,-91.13192
192611,13,FMCNA - EAST NATCHITOCHES DIALYSIS,01/01/2015 - 12/31/2018,5,1,111 MASONIC DR,,NATCHITOCHES,LA,71457,NATCHITOCHES,open,"111 MASONIC DR, NATCHITOCHES, LA 71457",31.75386,-93.05806
192612,13,DAVITA - SULPHUR,01/01/2015 - 12/31/2018,4,1,944 S BEGLIS PKWAY,,SULPHUR,LA,70663,CALCASIEU,closed,"944 S BEGLIS PKWAY, SULPHUR, LA 70663",30.226241,-93.359386
192613,13,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,01/01/2015 - 12/31/2018,4,1,210 GREENBRIAR BLVD,,COVINGTON,LA,70433,SAINT TAMMANY,open,"210 GREENBRIAR BLVD, COVINGTON, LA 70433",30.457213,-90.137277
192614,13,FMCNA - SOUTH ALEXANDRIA,01/01/2015 - 12/31/2018,4,1,1915 BEATRICE ST,,ALEXANDRIA,LA,71301,RAPIDES,open,"1915 BEATRICE ST, ALEXANDRIA, LA 71301",31.287284,-92.455915
192615,13,DAVITA - WASHINGTON PARISH DIALYSIS,01/01/2015 - 12/31/2018,4,1,724 WASHINGTON ST,,FRANKLINTON,LA,70438,WASHINGTON,open,"724 WASHINGTON ST, FRANKLINTON, LA 70438",30.844468,-90.15863
192616,13,DAVITA - EAST BATON ROUGE,01/01/2015 - 12/31/2018,5,1,1333 ONEAL LN,,BATON ROUGE,LA,70816,EAST BATON ROUGE,open,"1333 ONEAL LN, BATON ROUGE, LA 70816",30.450092,-91.007283
192618,13,FMCNA - VILLE PLATTE,01/01/2015 - 12/31/2018,4,1,616 JACK MILLER RD,,VILLE PLATTE,LA,70586,EVANGELINE,open,"616 JACK MILLER RD, VILLE PLATTE, LA 70586",30.679483,-92.264759
192623,13,FMCNA - CALDWELL PARISH,01/01/2015 - 12/31/2018,5,1,7720 HWY 165 STE 3,,COLUMBIA,LA,71418,CALDWELL,open,"7720 HWY 165 STE 3, COLUMBIA, LA 71418",32.083262,-92.09306
192625,13,DCI - NEW ORLEANS EAST,01/01/2015 - 12/31/2018,3,1,2077 CATON STREET,SUITE A,NEW ORLEANS,LA,70128,ORLEANS,open,"2077 CATON STREET, NEW ORLEANS, LA 70128",29.999512,-90.062316
192627,13,FMCNA - NORTH MONROE,01/01/2015 - 12/31/2018,3,1,2344 STERLINGTON RD,,MONROE,LA,71203,OUACHITA,open,"2344 STERLINGTON RD, MONROE, LA 71203",32.545529,-92.076519
192628,13,FMCNA - UNION PARISH DX,01/01/2015 - 12/31/2018,4,1,1012 STERLINGTON HWY,,FARMERVILLE,LA,71241,UNION,open,"1012 STERLINGTON HWY, FARMERVILLE, LA 71241",32.769949,-92.3923
192630,13,FMCNA - LINCOLN KIDNEY CTR,01/01/2015 - 12/31/2018,3,1,219 MILLS AVE,,RUSTON,LA,71270,LINCOLN,open,"219 MILLS AVE, RUSTON, LA 71270",32.5201,-92.63666
192631,13,FMCNA - SOUTH SHREVEPORT,01/01/2015 - 12/31/2018,3,1,410 ASHLEY RIDGE BLVD,,SHREVEPORT,LA,71106,CADDO,open,"410 ASHLEY RIDGE BLVD, SHREVEPORT, LA 71106",32.41826,-93.73481
192632,13,FMCNA - NORTH BOULEVARD,01/01/2015 - 12/31/2018,5,1,2661 NORTH BLVD,,BATON ROUGE,LA,70806,EAST BATON ROUGE,open,"2661 NORTH BLVD, BATON ROUGE, LA 70806",30.448395,-91.161248
192633,13,FMCNA - FARMERVILLE,01/01/2015 - 12/31/2018,5,1,108 HILL ST,,FARMERVILLE,LA,71241,UNION,open,"108 HILL ST, FARMERVILLE, LA 71241",32.770841,-92.406512
192635,13,FMCNA - MONROE,01/01/2015 - 12/31/2018,4,1,1501 SOUTHERN AVE,,MONROE,LA,71202,OUACHITA,closed,"1501 SOUTHERN AVE, MONROE, LA 71202",32.49174,-92.08101
192636,13,DCI - KIDNEY CARE OF ACADIANA-NEW IBERIA,01/01/2015 - 12/31/2018,3,1,902-A S LEWIS AVE,,NEW IBERIA,LA,70560,IBERIA,open,"902-A S LEWIS AVE, NEW IBERIA, LA 70560",30.00514,-91.819396
192637,13,FMCNA - DIALYSIS SERVICES AVONDALE,01/01/2015 - 12/31/2018,4,1,141 S JAMIE BLVD,,AVONDALE,LA,70094,JEFFERSON,open,"141 S JAMIE BLVD, AVONDALE, LA 70094",29.90751,-90.2035
192638,13,FMCNA - EAST MINDEN,01/01/2015 - 12/31/2018,4,1,10000 INDUSTRIAL RD,,MINDEN,LA,71055,WEBSTER,open,"10000 INDUSTRIAL RD, MINDEN, LA 71055",32.585448,-93.261981
192640,13,FMCNA - KENTWOOD,01/01/2015 - 12/31/2018,4,1,916 AVENUE G,,KENTWOOD,LA,70444,TANGIPAHOA,open,"916 AVENUE G, KENTWOOD, LA 70444",30.93608,-90.52875
192641,13,FMCNA - COUSHATTA,01/01/2015 - 12/31/2018,4,1,501 WILKINSON ST,,COUSHATTA,LA,71019,RED RIVER,open,"501 WILKINSON ST, COUSHATTA, LA 71019",32.02767,-93.34262
192643,13,FMCNA - BREAUX BRIDGE,01/01/2015 - 12/31/2018,3,1,100 CHAMPAGNE BLVD BLDG A,,BREAUX BRIDGE,LA,70517,SAINT MARTIN,open,"100 CHAMPAGNE BLVD BLDG A, BREAUX BRIDGE, LA 70517",30.281624,-91.889222
192644,13,FMCNA - ASCENSION,01/01/2015 - 12/31/2018,5,1,17392 VALLEE CT,,PRAIRIEVILLE,LA,70769,ASCENSION,open,"17392 VALLEE CT, PRAIRIEVILLE, LA 70769",30.324395,-90.919296
192649,13,FMCNA - SUNSET,01/01/2015 - 12/31/2018,4,1,115 ACORN ST,,SUNSET,LA,70584,SAINT LANDRY,open,"115 ACORN ST, SUNSET, LA 70584",30.411786,-92.065603
192650,13,DCI - EAST SHREVEPORT,01/01/2015 - 12/31/2018,2,1,102 ARDMORE AVE,,SHREVEPORT,LA,71105,CADDO,open,"102 ARDMORE AVE, SHREVEPORT, LA 71105",32.478212,-93.718468
192651,13,DCI - KIDNEY CARE OF ACADIANA-LAFAYETTE,01/01/2015 - 12/31/2018,2,1,224 ST LANDRY  STE 3C,,LAFAYETTE,LA,70506,LAFAYETTE,closed,"224 ST LANDRY  STE 3C, LAFAYETTE, LA 70506",30.219177,-92.025829
192652,13,FMCNA - FELICIANAS DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,2995 RACE ST,,JACKSON,LA,70748,EAST FELICIANA,open,"2995 RACE ST, JACKSON, LA 70748",30.836094,-91.218531
192653,13,FMCNA - OCHSNER-ST CHARLES,01/01/2015 - 12/31/2018,5,1,150 JAMES DR EAST  STE 110,,SAINT ROSE,LA,70087,SAINT CHARLES,closed,"150 JAMES DR EAST  STE 110, SAINT ROSE, LA 70087",29.981835,-90.281328
192656,13,DCI - CROWLEY,01/01/2015 - 12/31/2018,4,1,1325 WRIGHT AVE  STE B,,CROWLEY,LA,70526,ACADIA,open,"1325 WRIGHT AVE  STE B, CROWLEY, LA 70526",30.226324,-92.365017
192657,13,FMCNA - DIALYSIS SERVICES-MAMOU,01/01/2015 - 12/31/2018,5,1,801 POINCIANA AVE,,MAMOU,LA,70554,EVANGELINE,closed,"801 POINCIANA AVE, MAMOU, LA 70554",30.642188,-92.417247
192658,13,FMCNA - WEST SHREVEPORT,01/01/2015 - 12/31/2018,3,1,4338 PINES RD,,SHREVEPORT,LA,71119,CADDO,open,"4338 PINES RD, SHREVEPORT, LA 71119",32.459371,-93.866099
192659,13,FMCNA - LEESVILLE DIALYSIS,01/01/2015 - 12/31/2018,5,1,900 N FIFTH ST  STE #5,,LEESVILLE,LA,71446,VERNON,open,"900 N FIFTH ST  STE #5, LEESVILLE, LA 71446",31.150855,-93.264344
192663,13,FMCNA - HOMER,01/01/2015 - 12/31/2018,5,1,3680 HWY 79,,HOMER,LA,71040,CLAIBORNE,open,"3680 HWY 79, HOMER, LA 71040",32.76544,-93.07422
192665,13,DCI - OPELOUSAS,01/01/2015 - 12/31/2018,4,1,927 E PRUDHOMME ST,,OPELOUSAS,LA,70570,SAINT LANDRY,open,"927 E PRUDHOMME ST, OPELOUSAS, LA 70570",30.543207,-92.071529
192669,13,DCI - NORTH SHREVEPORT,01/01/2015 - 12/31/2018,4,1,1515 N HEARNE AVE,,SHREVEPORT,LA,71107,CADDO,open,"1515 N HEARNE AVE, SHREVEPORT, LA 71107",32.537597,-93.768751
192670,13,FMCNA - WESTBANK,01/01/2015 - 12/31/2018,4,1,5301 WESTBANK EXPWY,,MARRERO,LA,70072,JEFFERSON,open,"5301 WESTBANK EXPWY, MARRERO, LA 70072",29.893238,-90.10396
192671,13,FMCNA - DIALYSIS SERVICES OF BON CARRE,01/01/2015 - 12/31/2018,5,1,7656 REALTORS AVE,,BATON ROUGE,LA,70806,EAST BATON ROUGE,open,"7656 REALTORS AVE, BATON ROUGE, LA 70806",30.455149,-91.110385
192674,13,FKC - TCHEFUNCTE RIVER,01/01/2015 - 12/31/2018,3,1,397 HWY 21 STE 602,,MADISONVILLE,LA,70447,SAINT TAMMANY,open,"397 HWY 21 STE 602, MADISONVILLE, LA 70447",30.433634,-90.151316
192676,13,FMCNA - MOREHOUSE PARISH DIALYSIS,01/01/2015 - 12/31/2018,4,1,530 DURHAM ST,,BASTROP,LA,71220,MOREHOUSE,open,"530 DURHAM ST, BASTROP, LA 71220",32.773214,-91.918384
192677,13,FMCNA - RICHLAND PARISH,01/01/2015 - 12/31/2018,4,1,230 HWY 3048,,RAYVILLE,LA,71269,RICHLAND,open,"230 HWY 3048, RAYVILLE, LA 71269",32.46434,-91.74836
192678,13,DAVITA - METAIRIE,01/01/2015 - 12/31/2018,4,1,7100 AIRLINE DR,,METAIRIE,LA,70003,JEFFERSON,open,"7100 AIRLINE DR, METAIRIE, LA 70003",29.9777,-90.2136
192680,13,FKC - O'NEAL LANE,01/01/2015 - 12/31/2018,5,1,1280 O'NEAL LANE,,BATON ROUGE,LA,70816,EAST BATON ROUGE,open,"1280 O'NEAL LANE, BATON ROUGE, LA 70816",30.451054,-91.008794
192681,13,DAVITA - RIVER PARISHES DIALYSIS,01/01/2015 - 12/31/2018,4,1,2880 W AIRLINE HWY,,LA PLACE,LA,70068,ST JOHN THE BAPTIST,open,"2880 W AIRLINE HWY, LA PLACE, LA 70068",30.07825,-90.528152
192682,13,METAIRIE KIDNEY CTR,01/01/2015 - 12/31/2018,Not Available,260,4424 CONLIN ST STE 1A,,METAIRIE,LA,70006,JEFFERSON,open,"4424 CONLIN ST STE 1A, METAIRIE, LA 70006",30.018336,-90.198173
192683,13,DAVITA - OAKWOOD DIALYSIS,01/01/2015 - 12/31/2018,5,1,148 HECTOR AVE,,GRETNA,LA,70056,JEFFERSON,open,"148 HECTOR AVE, GRETNA, LA 70056",29.917548,-90.041016
192684,13,FMCNA - WALKER,01/01/2015 - 12/31/2018,4,1,29250 WALKER SOUTH ROAD,,WALKER,LA,70785,LIVINGSTON,open,"29250 WALKER SOUTH ROAD, WALKER, LA 70785",30.482983,-90.863175
