CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),SWR Date,SWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for SWR,95% C.I. (lower limit) for SWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR,dfc_new,full_address,latitude,longitude,census_tract
362749,9,DaVita Villa of Great Northern,01Jan2020-31Dec2023,3,1,"22710 FAIRVIEW CENTER DR., STE 100",,FAIRVIEW PARK,OH,44126,Cuyahoga,(440) 734-4630,Profit,Yes,DaVita,No,8,Yes,No,No,12JAN2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,156,22.4,33.7,14,01Jan2023-31Dec2023,As Expected,1,39,129.1,235.2,77,01Jan2023-31Dec2023,As Expected,1,30,21.2,41.7,8,01Jan2023-31Dec2023,Not Available,199,14,,,,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,26,14.5,63.8,1.6,01Jan2023-31Dec2023,As Expected,1,17,0.8,2.81,0.24,01Jan2022-31Dec2023,As Expected,1,18,1.63,4.38,0.29,01Jan2020-31Dec2022,As Expected,1,29,1.63,4.18,0.45,01Jan2023-31Dec2023,Better than Expected,1,0,0.94,,As Expected,1,34,59.2,94.2,21.8,01APR2024-30JUN2024,1,10,1,35,271,97,257,0,,,259,0,,,259,0,,,,199,,199,8,1,35,271,0,1,35,281,4,25,29,27,16,1,34,274,13,259,0,,,existing,"22710 FAIRVIEW CENTER DR., STE 100, FAIRVIEW PARK, OH 44126",41.42245,-81.87274,39035153103
362751,9,DaVita Clermont County Dialysis,01Jan2020-31Dec2023,3,1,"5901 MONTCLAIR BLVD, SUITE 100",,MILFORD,OH,45150,Clermont,(513) 248-0593,Profit,Yes,DaVita,No,12,Yes,No,No,21DEC2009,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,173,21.4,33,13.5,01Jan2023-31Dec2023,As Expected,1,35,75.7,163,39.1,01Jan2023-31Dec2023,As Expected,1,18,13.4,42.9,1.6,01Jan2023-31Dec2023,Not Available,199,10,,,,01Jan2020-31Dec2022,Not Available,199,16,,,,As Expected,1,29,6.4,39.7,0.7,01Jan2023-31Dec2023,As Expected,1,14,1.24,3.01,0.53,01Jan2022-31Dec2023,As Expected,1,17,1.96,4.32,0.49,01Jan2020-31Dec2022,As Expected,1,29,0.88,3.16,0.11,01Jan2023-31Dec2023,Better than Expected,1,0,0.74,,As Expected,1,44,58.2,90.4,23.8,01APR2024-30JUN2024,1,0,1,37,234,100,257,0,,,259,0,,,259,0,,,,199,,199,5,1,41,306,2,1,45,322,2,19,27,29,24,1,44,321,16,259,0,,,existing,"5901 MONTCLAIR BLVD, SUITE 100, MILFORD, OH 45150",39.1912,-84.26089,39025040404
362752,9,WARREN DIALYSIS CENTER,01Jan2020-31Dec2023,1,1,"8720 EAST MARKET STREET, STE 1A",,HOWLAND,OH,44484,Trumbull,(330) 609-5502,Profit,Yes,American Renal Associates,No,25,Yes,Yes,Yes,24FEB2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,335,24.4,34,17.9,01Jan2023-31Dec2023,Worse than Expected,1,90,258.4,366.3,189.8,01Jan2023-31Dec2023,As Expected,1,129,32.8,42.2,24.2,01Jan2023-31Dec2023,Not Available,199,16,,,,01Jan2020-31Dec2022,As Expected,1,34,0.69,2.49,0.08,As Expected,1,68,6.6,25.4,1.5,01Jan2023-31Dec2023,As Expected,1,21,1.27,2.73,0.61,01Jan2022-31Dec2023,As Expected,1,49,0.83,1.71,0.3,01Jan2020-31Dec2022,As Expected,1,64,1.06,2.31,0.39,01Jan2023-31Dec2023,As Expected,1,0.37,1.01,0.1,As Expected,1,95,45.5,66.1,23.6,01APR2024-30JUN2024,1,7,1,86,796,94,201,0,,,259,0,,,259,0,,,33,1,0,1,12,1,91,849,0,1,97,887,6,26,35,20,14,1,95,859,31,259,0,,,existing,"8720 EAST MARKET STREET, STE 1A, HOWLAND, OH 44484",41.236969,-80.733462,39155933001
362754,9,DaVita Detroit Road Dialysis,01Jan2020-31Dec2023,2,1,7901 DETROIT AVENUE,,CLEVELAND,OH,44102,Cuyahoga,(216) 961-6498,Profit,Yes,DaVita,No,23,Yes,No,No,31DEC2009,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,187,19.8,30.1,12.7,01Jan2023-31Dec2023,As Expected,1,46,203.3,323.5,137.8,01Jan2023-31Dec2023,As Expected,1,59,25,36.9,14.8,01Jan2023-31Dec2023,Not Available,199,4,,,,01Jan2020-31Dec2022,Not Available,199,14,,,,As Expected,1,35,2.4,37.9,0.1,01Jan2023-31Dec2023,Not Available,199,7,,,,01Jan2022-31Dec2023,As Expected,1,12,1.2,3.69,0.12,01Jan2020-31Dec2022,As Expected,1,32,1.03,3.72,0.12,01Jan2023-31Dec2023,As Expected,1,0.92,2.03,0.34,As Expected,1,60,44.6,72.1,15.2,01APR2024-30JUN2024,1,1,1,59,431,99,257,0,,,259,0,,,259,0,,,,199,,199,9,1,64,475,1,1,67,514,10,23,25,25,17,1,60,459,19,259,0,,,existing,"7901 DETROIT AVENUE, CLEVELAND, OH 44102",41.481577,-81.739472,39035101800
362757,9,FMC - WADSWORTH DIALYSIS,01Jan2020-31Dec2023,3,1,1160 WILLIAMS RESERVE BLVD.,,WADSWORTH,OH,44281,Medina,(330) 336-8070,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,Yes,06APR2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,210,23.4,34.5,15.5,01Jan2023-31Dec2023,As Expected,1,48,143.2,252.9,89,01Jan2023-31Dec2023,As Expected,1,33,18.1,36.6,7,01Jan2023-31Dec2023,Not Available,199,13,,,,01Jan2020-31Dec2022,Not Available,199,18,,,,As Expected,1,34,11.2,40.5,2.3,01Jan2023-31Dec2023,As Expected,1,17,1.34,3.15,0.59,01Jan2022-31Dec2023,Better than Expected,1,25,0,0.97,0,01Jan2020-31Dec2022,As Expected,1,33,1.11,3.23,0.23,01Jan2023-31Dec2023,As Expected,1,0.23,1.14,0.01,As Expected,1,50,54.2,82.8,23.6,01APR2024-30JUN2024,1,0,1,46,388,99,201,0,,,259,0,,,259,0,,,,199,,199,9,1,49,416,0,1,52,437,7,20,22,27,24,1,50,422,21,259,0,,,existing,"1160 WILLIAMS RESERVE BLVD., WADSWORTH, OH 44281",41.04243,-81.69106,39103417100
362758,9,"CENTER FOR DIALYSIS CARE, BEACHWOOD",01Jan2020-31Dec2023,2,1,27350 CEDAR ROAD,,BEACHWOOD,OH,44122,Cuyahoga,(216) 378-1580,Profit,Yes,Centers for Dialysis Care,No,12,Yes,No,No,07APR2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,345,20.8,28.9,15.4,01Jan2023-31Dec2023,As Expected,1,82,170.5,256.5,118.9,01Jan2023-31Dec2023,As Expected,1,88,21.9,32.8,13.2,01Jan2023-31Dec2023,Not Available,199,22,,,,01Jan2020-31Dec2022,Not Available,199,23,,,,As Expected,1,36,8.1,40.5,1.1,01Jan2023-31Dec2023,As Expected,1,31,0.73,1.84,0.3,01Jan2022-31Dec2023,As Expected,1,64,1.2,2.13,0.56,01Jan2020-31Dec2022,As Expected,1,64,1.31,2.85,0.48,01Jan2023-31Dec2023,Better than Expected,1,0,0.44,,As Expected,1,89,51.9,74.4,28,01APR2024-30JUN2024,1,8,1,78,610,96,257,0,,,259,0,,,259,0,,,12,1,0,1,17,1,81,626,1,1,90,648,14,30,25,20,11,1,89,646,15,259,0,,,existing,"27350 CEDAR ROAD, BEACHWOOD, OH 44122",41.500798,-81.485058,39035131104
362759,9,US RENAL CARE OF KENWOOD,01Jan2020-31Dec2023,2,1,"5150 E. GALBRAITH RD., SUITE 101",,CINCINNATI,OH,45236,Hamilton,(513) 791-2698,Profit,Yes,"US Renal Care, Inc.",No,18,Yes,Yes,Yes,31MAR2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,149,13.9,27.1,6.5,01Jan2023-31Dec2023,As Expected,1,28,128.5,239,75.3,01Jan2023-31Dec2023,As Expected,1,24,37.1,63.3,16.1,01Jan2023-31Dec2023,Not Available,199,8,,,,01Jan2020-31Dec2022,Not Available,199,9,,,,As Expected,1,27,9.1,47.1,1.1,01Jan2023-31Dec2023,Not Available,199,8,,,,01Jan2022-31Dec2023,Not Available,199,9,,,,01Jan2020-31Dec2022,As Expected,1,19,1.16,4.19,0.14,01Jan2023-31Dec2023,As Expected,1,0,1.07,,As Expected,1,31,36.1,74.1,0,01APR2024-30JUN2024,1,0,1,25,222,100,199,5,26,,259,0,,,259,0,,,,199,,199,1,1,32,271,0,1,33,283,9,31,21,25,13,1,31,255,29,259,0,,,existing,"5150 E. GALBRAITH RD., SUITE 101, CINCINNATI, OH 45236",39.207023,-84.377366,39061024001
362761,9,"BOARDMAN DIALYSIS CENTER, LLC",01Jan2020-31Dec2023,2,1,7153 TIFFANY BLVD.,,Youngstown,OH,44514,Mahoning,(330) 729-1355,Profit,Yes,American Renal Associates,No,21,Yes,Yes,Yes,22JUL2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,301,24,35.3,16.7,01Jan2023-31Dec2023,As Expected,1,64,154.7,234.9,109.1,01Jan2023-31Dec2023,As Expected,1,88,28.3,38.2,19.6,01Jan2023-31Dec2023,Not Available,199,16,,,,01Jan2020-31Dec2022,Not Available,199,31,,,,Worse than Expected,1,50,0.3,7.7,0,01Jan2023-31Dec2023,As Expected,1,21,1.52,2.82,0.84,01Jan2022-31Dec2023,As Expected,1,40,1.61,2.7,0.77,01Jan2020-31Dec2022,As Expected,1,50,1.4,3.05,0.51,01Jan2023-31Dec2023,Better than Expected,1,0.14,0.69,0.01,As Expected,1,75,46.4,69.3,21.9,01APR2024-30JUN2024,1,1,1,71,617,99,201,0,,,259,0,,,259,0,,,56,1,0,1,16,1,71,617,1,1,76,672,4,24,39,18,16,1,75,653,30,259,0,,,existing,"7153 TIFFANY BLVD., Youngstown, OH 44514",41.02551,-80.62814,39099811901
362763,9,FMC - BRUNSWICK DIALYSIS CENTER,01Jan2020-31Dec2023,3,1,2583-2585 CENTER ROAD,,HINCKLEY,OH,44233,Medina,(330) 220-4366,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,Yes,15NOV2004,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,171,21.6,33.4,13.5,01Jan2023-31Dec2023,As Expected,1,41,170.1,294.5,105.9,01Jan2023-31Dec2023,As Expected,1,37,16.7,33.4,6.2,01Jan2023-31Dec2023,Not Available,199,9,,,,01Jan2020-31Dec2022,Not Available,199,16,,,,As Expected,1,34,15,53.4,2.6,01Jan2023-31Dec2023,As Expected,1,15,0.42,2.9,0.07,01Jan2022-31Dec2023,As Expected,1,17,0.39,1.94,0.01,01Jan2020-31Dec2022,Not Available,199,14,,,,01Jan2023-31Dec2023,As Expected,1,0,1.75,,As Expected,1,35,60.3,93.1,25.2,01APR2024-30JUN2024,1,0,1,28,181,99,1,12,86,94,259,0,,,259,0,,,,199,,199,4,1,47,317,0,1,49,339,5,17,31,31,16,1,35,238,26,259,0,,,existing,"2583-2585 CENTER ROAD, HINCKLEY, OH 44233",41.239633,-81.691432,39103400100
362765,9,DaVita Dover Community Dialysis,01Jan2020-31Dec2023,4,1,899 E. IRON AVE.,,DOVER,OH,44622,Tuscarawas,(330) 364-6309,Profit,Yes,DaVita,No,16,Yes,Yes,No,01DEC2010,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,307,21.8,31.2,15.5,01Jan2023-31Dec2023,As Expected,1,80,100.9,166.6,64.8,01Jan2023-31Dec2023,As Expected,1,54,18,32.7,8,01Jan2023-31Dec2023,Not Available,199,20,,,,01Jan2020-31Dec2022,Not Available,199,40,,,,As Expected,1,56,11.1,38,2.5,01Jan2023-31Dec2023,As Expected,1,29,0.58,1.42,0.25,01Jan2022-31Dec2023,As Expected,1,51,0.73,1.73,0.22,01Jan2020-31Dec2022,Better than Expected,1,61,2.25,4.13,1.08,01Jan2023-31Dec2023,Better than Expected,1,0.13,0.66,0.01,As Expected,1,71,74.8,92.8,55.6,01APR2024-30JUN2024,1,0,1,56,505,96,1,18,156,98,259,0,,,259,0,,,27,1,0,1,22,1,82,741,2,1,88,774,5,18,28,29,21,1,71,605,17,259,0,,,existing,"899 E. IRON AVE., DOVER, OH 44622",40.515019,-81.45118,39157021100
362766,9,DaVita Amherst Dialysis,01Jan2020-31Dec2023,3,1,3200 COOPER FOSTER PARK RD. W.,,LORAIN,OH,44053,Lorain,(440) 989-1410,Profit,Yes,DaVita,No,19,Yes,Yes,Yes,19JAN2011,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,222,19.8,29.9,12.9,01Jan2023-31Dec2023,As Expected,1,44,118.5,227.3,68.7,01Jan2023-31Dec2023,As Expected,1,24,34.7,61.7,14.5,01Jan2023-31Dec2023,Not Available,199,11,,,,01Jan2020-31Dec2022,Not Available,199,18,,,,As Expected,1,48,13.4,41,3.3,01Jan2023-31Dec2023,As Expected,1,13,0.81,2.62,0.26,01Jan2022-31Dec2023,Not Available,199,7,,,,01Jan2020-31Dec2022,As Expected,1,30,0.8,2.88,0.1,01Jan2023-31Dec2023,Better than Expected,1,0,0.77,,As Expected,1,47,69.2,91.9,44.9,01APR2024-30JUN2024,1,0,1,41,325,98,1,16,114,96,259,0,,,259,0,,,,199,,199,6,1,58,494,1,1,61,510,7,18,25,26,24,1,47,388,22,259,0,,,existing,"3200 COOPER FOSTER PARK RD. W., LORAIN, OH 44053",41.41879,-82.21355,39093097202
362770,9,FMC - IRONTON,01Jan2020-31Dec2023,3,1,158 N 2ND STREET,,IRONTON,OH,45638,Lawrence,(740) 532-3099,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,13JUL2011,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,201,22.6,33,15.2,01Jan2023-31Dec2023,As Expected,1,51,176.8,279.4,120.6,01Jan2023-31Dec2023,As Expected,1,52,35.7,48.8,23.2,01Jan2023-31Dec2023,As Expected,1,21,25.5,115,8,01Jan2020-31Dec2022,Not Available,199,19,,,,As Expected,1,41,14.2,46.5,3.1,01Jan2023-31Dec2023,As Expected,1,29,1.25,2.17,0.73,01Jan2022-31Dec2023,Worse than Expected,1,55,2.16,3.29,1.28,01Jan2020-31Dec2022,As Expected,1,43,1.89,4.11,0.69,01Jan2023-31Dec2023,As Expected,1,0.99,2.38,0.31,As Expected,1,60,56.8,84.9,26.9,01APR2024-30JUN2024,1,0,1,57,466,99,257,0,,,259,0,,,259,0,,,7,1,0,1,14,1,58,478,0,1,60,511,7,27,39,16,11,1,60,491,13,259,0,,,existing,"158 N 2ND STREET, IRONTON, OH 45638",38.535682,-82.686752,39087050300
362772,9,DaVita Steubenville Dialysis,01Jan2020-31Dec2023,2,1,1799 Sinclair Avenue Suite 1,,STEUBENVILLE,OH,43953,Jefferson,(740) 346-2840,Profit,Yes,DaVita,No,21,Yes,No,No,01JAN1980,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,298,18.1,26.2,12.8,01Jan2023-31Dec2023,As Expected,1,68,115.8,192.8,73.8,01Jan2023-31Dec2023,As Expected,1,54,22.5,37.3,11.3,01Jan2023-31Dec2023,As Expected,1,25,32.3,110.6,12.6,01Jan2020-31Dec2022,Not Available,199,39,,,,As Expected,1,49,6.3,26.3,1.2,01Jan2023-31Dec2023,As Expected,1,38,0.6,1.4,0.28,01Jan2022-31Dec2023,As Expected,1,71,0.98,1.75,0.46,01Jan2020-31Dec2022,As Expected,1,61,1.7,3.34,0.73,01Jan2023-31Dec2023,As Expected,1,0.81,1.59,0.35,As Expected,1,78,57.9,79.7,34.6,01APR2024-30JUN2024,1,6,1,73,593,99,257,0,,,259,0,,,259,0,,,32,1,0,1,22,1,74,596,1,1,79,613,6,25,36,17,16,1,78,610,29,259,0,,,existing,"1799 Sinclair Avenue Suite 1, STEUBENVILLE, OH 43953",40.363501,-80.672279,39081001000
362773,9,"CENTER FOR DIALYSIS CARE, PAINESVILLE",01Jan2020-31Dec2023,2,1,1233 MENTOR AVENUE,,PAINESVILLE,OH,44077,Lake,(440) 357-9262,Profit,Yes,Centers for Dialysis Care,No,15,Yes,No,No,02NOV2011,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,192,22.8,34.8,14.6,01Jan2023-31Dec2023,As Expected,1,40,140.4,249.7,86.7,01Jan2023-31Dec2023,As Expected,1,41,13.2,28.9,4.1,01Jan2023-31Dec2023,Not Available,199,9,,,,01Jan2020-31Dec2022,Not Available,199,22,,,,Worse than Expected,1,35,0.3,10.4,0,01Jan2023-31Dec2023,As Expected,1,14,0.65,1.98,0.23,01Jan2022-31Dec2023,As Expected,1,49,1.09,2.1,0.43,01Jan2020-31Dec2022,As Expected,1,33,0,1.2,0,01Jan2023-31Dec2023,Better than Expected,1,0,0.69,,As Expected,1,54,54.3,80.3,26.4,01APR2024-30JUN2024,199,,1,51,429,100,257,0,,,259,0,,,259,0,,,,199,,199,7,1,52,433,0,1,55,462,7,21,26,29,17,1,54,461,28,259,0,,,existing,"1233 MENTOR AVENUE, PAINESVILLE, OH 44077",41.70515,-81.268269,39085204700
362775,9,DaVita Flower Dialysis,01Jan2020-31Dec2023,3,1,"5308 HARROUN RD., SUITE 60",,SYLVANIA,OH,43560,Lucas,(419) 824-6074,Profit,Yes,DaVita,No,12,Yes,Yes,No,17NOV2011,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,242,17.2,26.6,10.7,01Jan2023-31Dec2023,As Expected,1,56,158.1,249.9,107.9,01Jan2023-31Dec2023,As Expected,1,59,24.8,36.6,15.2,01Jan2023-31Dec2023,As Expected,1,16,9.5,192.2,0.9,01Jan2020-31Dec2022,Not Available,199,25,,,,As Expected,1,29,4.7,64.1,0.1,01Jan2023-31Dec2023,As Expected,1,19,0.92,2.14,0.41,01Jan2022-31Dec2023,As Expected,1,62,0.74,1.53,0.28,01Jan2020-31Dec2022,As Expected,1,41,0.64,2.31,0.08,01Jan2023-31Dec2023,Better than Expected,1,0,0.76,,As Expected,1,51,63.4,94.3,30.3,01APR2024-30JUN2024,1,0,1,47,391,96,199,7,76,,259,0,,,259,0,,,27,1,0,1,11,1,54,471,3,1,60,473,6,22,28,27,16,1,51,404,6,259,0,,,existing,"5308 HARROUN RD., SUITE 60, SYLVANIA, OH 43560",41.709698,-83.691286,39095008207
362776,9,DaVita Center Ridge Dialysis,01Jan2020-31Dec2023,2,1,38630 CENTER RIDGE ROAD,,NORTH RIDGEVILLE,OH,44039,Lorain,(440) 327-2070,Profit,Yes,DaVita,No,14,Yes,No,No,05JAN2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,191,17.9,26.5,11.8,01Jan2023-31Dec2023,As Expected,1,40,153.1,251.8,99.6,01Jan2023-31Dec2023,As Expected,1,48,31.2,47,18.1,01Jan2023-31Dec2023,Not Available,199,10,,,,01Jan2020-31Dec2022,Not Available,199,19,,,,Worse than Expected,1,19,0,0,0,01Jan2023-31Dec2023,As Expected,1,18,1.55,3.27,0.76,01Jan2022-31Dec2023,As Expected,1,23,0.71,2.27,0.09,01Jan2020-31Dec2022,As Expected,1,40,1.23,3.59,0.25,01Jan2023-31Dec2023,As Expected,1,0.22,1.08,0.01,As Expected,1,53,44.9,75.7,12,01APR2024-30JUN2024,1,1,1,48,316,98,257,0,,,259,0,,,259,0,,,24,1,6,1,17,1,52,350,0,1,55,373,11,34,39,11,5,1,53,360,25,259,0,,,existing,"38630 CENTER RIDGE ROAD, NORTH RIDGEVILLE, OH 44039",41.385305,-82.056139,39093080500
362777,9,DaVita Adena Dialysis,01Jan2020-31Dec2023,5,1,1180 N. BRIDGE STREET,,CHILLICOTHE,OH,45601,Ross,(740) 773-3733,Profit,Yes,DaVita,No,17,Yes,Yes,No,13FEB2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,268,21.9,33,14.9,01Jan2023-31Dec2023,As Expected,1,67,135.3,217.7,88.9,01Jan2023-31Dec2023,As Expected,1,57,26.2,40.9,14.2,01Jan2023-31Dec2023,As Expected,1,26,47,146.7,19.6,01Jan2020-31Dec2022,Better than Expected,1,43,3.27,6.02,1.57,As Expected,1,70,20,46.8,6.6,01Jan2023-31Dec2023,As Expected,1,31,1.06,2.04,0.56,01Jan2022-31Dec2023,As Expected,1,49,1.44,2.75,0.55,01Jan2020-31Dec2022,As Expected,1,50,1.36,2.97,0.5,01Jan2023-31Dec2023,Better than Expected,1,0,0.47,,As Expected,1,76,68.6,89,46.9,01APR2024-30JUN2024,1,4,1,62,519,100,1,23,164,96,259,0,,,259,0,,,16,1,5,1,19,1,89,770,0,1,95,798,5,16,23,36,20,1,76,622,14,259,0,,,existing,"1180 N. BRIDGE STREET, CHILLICOTHE, OH 45601",39.358942,-82.976525,39141956300
362778,9,KIDNEY CENTER OF BEXLEY,01Jan2020-31Dec2023,2,1,1151 COLLEGE AVE.,,BEXLEY,OH,43209,Franklin,(614) 231-2200,Profit,Yes,American Renal Associates,No,15,Yes,No,No,03APR2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,304,24.3,34.3,17.7,01Jan2023-31Dec2023,As Expected,1,83,183.3,268.9,130.7,01Jan2023-31Dec2023,As Expected,1,123,30,39.6,20.8,01Jan2023-31Dec2023,Not Available,199,17,,,,01Jan2020-31Dec2022,Not Available,199,27,,,,As Expected,1,48,7.1,50.2,0.6,01Jan2023-31Dec2023,As Expected,1,30,1.57,2.79,0.9,01Jan2022-31Dec2023,As Expected,1,80,1.38,2.34,0.72,01Jan2020-31Dec2022,As Expected,1,41,0.41,2.29,0.01,01Jan2023-31Dec2023,Better than Expected,1,0,0.45,,As Expected,1,83,53.8,75,31.1,01APR2024-30JUN2024,1,0,1,81,605,99,257,0,,,259,0,,,259,0,,,85,1,0,1,13,1,83,622,2,1,86,651,16,30,29,18,7,1,83,623,17,259,0,,,existing,"1151 COLLEGE AVE., BEXLEY, OH 43209",39.9449,-82.93662,39049002780
